text,funny
"Asian shares consolidate, oil swings higher  ",0
Asian shares drop to 2011 levels as oil slump intensifies,0
Asian shares extend gains as investor fears ease  ,0
"Asian shares fall, safe assets shine as oil retreats  ",0
Asian shares gain on commodity recovery hopes ,0
Asian shares in for worst week in four years on panic over China ,0
Asian shares near 2011 low as oil woes deepen,0
"Asian shares off to cautious start after G20, U.S. data",0
"Asian shares pressured, South African rand dives ",0
"Asian shares rally as China drops circuit breaker, firms yuan setting  ",0
Asian shares seen consolidating as investor fears ease ,0
Asian shares skid as Brent crude plumbs 12-year lows,0
Asian shares skid to 2011 levels as oil slump intensifies,0
Asian shares slip as bank fears add to global gloom  ,0
Asian shares slip as crude resumes drop  ,0
Asian shares slip from three-week high as oil rally reverses  ,0
Asian shares surrender gains as oil prices retreat  ,0
"Asian shares, oil retreat as Saudi Arabia plays down output cuts  ",0
"Asian shares, oil retreat as Saudi plays down output cuts",0
"Asian shares, oil skid as global growth concerns dominate  ",0
"Asian shares, oil skid as growth concerns dominate  ",0
Asian stocks set to test February peak after upbeat U.S. data  ,0
Asian stocks struggle as headwinds grow; gold shines  ,0
"Asian stocks struggle as oil falters, China weakens:  ",0
Asian stocks tentative on anxiety over volatile oil ,0
"Asian stocks touch three-month low, China woes remain in spotlight ",0
Asian-American judges among Obama's options as he seeks to replace Scalia ,0
"Aside from water vapor , which has a residence time of about nine days , major greenhouse gases are well-mixed , and take many years to leave the atmosphere . Although it is not easy to know with precision how long it takes greenhouse gases to leave the atmosphere , there are estimates for the principal greenhouse gases.",0
Ask No Questions And You Will Be Told No Lies,0
"Asked about Britain's EU vote, China says supports strong Europe:   ",0
"Asked Siri. ""Surely it's not going to rain today?"" She said, ""it is, and dont call me Shirley"". Forgot to take my phone off Airplane mode.",1
Asked the wife to make me happy and sad at the same time. She told me that my dick was bigger than my brothers!,1
"Assad backs Syria truce, accuses opposition of violations ",0
Assad tells Putin he's ready to help implement a cessation of hostilities in Syria,0
Assad tells Putin his government will help with Syria ceasefire:  ,0
Assange ask Swedish court to overturn arrest warrant ,0
"Associated with the tower is a 30 m high statue consisting of three figures - one with a hammer , one with a sickle and one with a writing brush.",0
"Associations may take the form of a non-profit organization or they may be not-for-profit corporations ; this does not mean that the association can not make benefits from its activity , but all the benefits must be reinvested.",0
Astley recorded `` Never Gonna Give You Up '' on his 1987 album Whenever You Need Somebody.,0
"Aston Martin made for Bond ""Spectre"" film sells for $3.5 million:",0
Aston Martin picks St. Athan site in Wales for new crossover car  ,0
Aston Martin picks Wales for new car plant:  ,0
Aston Martin picks Welsh site to make new crossover DBX:  ,0
Aston Martin revs its engines for a site in Wales to make new crossover DBX:  ,0
Aston Martin to develop electric car with China's LeEco:  ,0
Astronomers got tired of watching the moon go round the earth for 24 hours. So they decided to call it a day.,1
Astronomers got tired of watching the moon go round the earth for 24 hours.So they decided to call it a day.,1
"Astronomical work also required fine computations , and in 19th century Germany a steel slide rule about 2 meters long was used at one observatory.",0
Astronomy is one of the oldest sciences.,0
"Aswan is one of the driest inhabited places in the world ; as of early 2001 , the last rain there was six years earlier.",0
"Asylum seekers in Japan reach record 7,586 in 2015; 27 accepted",0
"At a job interview ""What are your strengths?"" ""I'm an optimist and a positive thinker"" ""Can you give me an example?"" ""Yes, when do I start?""",1
"At Arles , near its mouth at the Mediterranean Sea , the river divides into two branches , known as the Great Rhone and the Little Rhone.",0
"At both the start and end of the schemes , clock changes take place at 01:00 UTC.",0
"At first , Grendel 's mother appears to prevail.",0
"At first , the dog is extremely disobedient , but , at the last minute , passes the test.",0
At first its name was Shahdad Kot District but after much protests by Qambar City it was renamed to Qambar Shahdad Kot District.,0
"At his first court appearance , his detention was extended for eight days.",0
"At home , Tweed nurses Slade back to health while the dogs rest.",0
"At its basic level , MT performs simple substitution of words in one natural language for words in another.",0
At Judgment Day 2006 Long fired Melina and Johnny Nitro from SmackDown !.,0
"At last this , the best period of his life , was brought to an end indirectly , by the overthrow of the liberal monarchy of Dom Pedro II in 1889.",0
At least 12 dead in clashes between army and Islamists in Libya's Benghazi,0
At least 12 killed in eastern Congo by suspected Ugandan rebels,0
At least 12 killed in suicide blasts in north Nigeria,0
"At least 14 dead as missiles hit hospital and school sheltering refugees in Azaz, Syria, medics and residents say",0
At least 19 dead in suicide attack in north Cameroon: local officials,0
At least 20 dead in siege by suspected Islamists at Burkina Faso hotel,0
At least 21 Hutus killed in 'alarming' east Congo violence: U.N.,0
At least 23 civilians killed as missiles hit three hospitals and a school in Syrian towns:,0
At least 23 dead as missiles hit three hospitals and a school in Syrian towns:,0
At least 38 killed in U.S.-led strikes in Syria's Hasaka over 48 hours,0
At least 40 killed in attack on police training center in Libya's Zliten: mayor,0
At least 42 migrants drown as boats capsize off Greek islands,0
"At least 42 migrants, including 17 children, drown when boats capsize off Greek islands: coastguard",0
"At least 42 migrants, including 17 children, drowned when their boat capsized off a Greek island: Coastguard",0
"At least 48 killed in attacks in Iraqi capital, eastern town",0
"At least 51 killed in attacks in Iraqi capital, eastern town",0
At least 65 people killed in attack in Nigeria's Maiduguri city,0
At least eight migrants drown in sinking off Greek island ,0
At least eight migrants including two children drown in sinking off Greek island:  ,0
At least one dead after construction crane collapses in lower Manhattan:  ,0
At least one killed in more violence in Burundi ,0
At least six killed at Cameroon funeral by two suicide attackers ,0
At least the garbage disposal eats what I cook.,1
"At least three children have been born in Antarctica , albeit in stations north of the Antarctic Circle . See Demographics of Antarctica.",0
At me bro you come. - Yoda,1
At my job I realized that some ass was giving names to all of the food in the refrigerator. Today I had a tuna sandwich named 'Bob'.,1
"At one time , he received a seven-inch gash in his leg.",0
"At one time , she co-hosted an infomercial for the AeroBed and has done infomercials for Rug Doctor carpet cleaning products.",0
"At one time Atomic City , Idaho was actually called Midway , Idaho.",0
"At rest , the proboscis lies within a long tube that may take up a considerable portion of the worm 's length , lying just above the gut.",0
At school we discussed the great rulers. I opted for the Helix 30cm shatterproof.,1
"At that time , the law allowed the elder Dumas to take the child away from his mother.",0
"At that time one white maggot comes out of the larvae , suspended by a silken thread.",0
At that time the old district became a division.,0
"At the bank, I told the cashier, ""I'd like to open a joint account please."" 
Cashier: ""OK, with whom?"" 
Me: ""Whoever has lots of money.""",1
"At the barbers today, I asked to have my hair cut like Tom Cruise, so he gave me a cushion to sit on.",1
At the end of the 1990s he set up Schuhbecks GmbH.,0
"At the end of the Purim story , Haman is hanged.",0
"At the end of the season , he was named to the First All-Star team for the first time , and won the Vezina Trophy for the third time , tying George Hainsworth 's all-time mark with three victories.",0
"At the end of the series a twist called was broadcast live on May 13 , 2004.",0
"At the end of the summer , small white flowers full of nectar appear . These attract bees , hence the genus name Melissa.",0
"At the end of Yom Kippur , one considers one 's self absolved by God.",0
At The Ends Of The Earth,0
"At the high photon energies comparable to the electron rest energy of 511 keV , Compton scattering , another process , may take place , and above twice this pair production may take place.",0
"At the same time , Charles de Valois entered Florence with Black Guelphs , who in the next six days destroyed much of the city and killed many of their enemies.",0
"At the same time they announced that the new alliance would be open to all republics of the former Soviet Union , as well as other nations sharing the same goals.",0
"At the start , each player controls sixteen pieces : one king , one queen , two rooks , two knights , two bishops , and eight pawns.",0
"At the time , he did not know what this meant.",0
"At the time , this was one of the few examples of state-supported schooling.",0
At the time of European settlement Araluen was described as a broad alluvial valley with many natural billabongs covered with water lilies.,0
"At the time of his death , his estate was worth an estimated $ 356,320.",0
"At the time there was no state , but towards the end of the 14th century early forms of government were established.",0
"At the tree line , tree growth is often very stunted , with the last trees forming low , densely matted bushes.",0
"At this time , the ground 's capacity was 38,000 , with 10,000 of `` the more vociferous of the home and away supporters '' , in the new Barclay end.",0
At this time he was better known as an opera conductor than an orchestral one.,0
"At this time Plath and Hughes met , for the first time , W. S. Merwin , who admired their work and was to remain a lifelong friend.",0
"At those secret meetings they met with `` foure black things , going upright , and yet not like men in the face '' , with whom they ate , danced , and had sex.",0
"At weddings old people always poke me and say you'll be next! It's so annoying! So, I've started doing the same to them at funerals.",1
At what point does a Lamb become a Sheep? When its had it's Baaaaa-Mitzvah! ,1
Atheism is a non-prophet organization.,1
Atheism is a nonprophet organization.,1
Attack on a Saudi mosque kills three people: Arabiya TV ,0
"Attacker shoots at offices in Saudi Arabia, six dead ",0
Attempted rebound in European stocks quickly fizzles:  ,0
"Augustus H. Tulk , the first librarian , was appointed three months after the opening.",0
Aung San Suu Kyi returned to Burma in 1988 to take care of her ailing mother.,0
"Auschwitz guard, 94, goes on trial in Germany:",0
"Auschwitz guard, 94, stands trial in Germany",0
"Austerity-hit Greeks help refugees with food, toys, time ",0
Australia accused of dragging feet on Syria refugee intake ,0
"Australia announces voting reforms, signaling possible early polls  ",0
"Australia directed officials how to address Nauru rights concerns, documents show  ",0
Australia issues security alert for Kuala Lumpur ,0
Australia may crack down on Syrian refugees: leaked document ,0
Australia resumes talks with six countries to resettle asylum seekers: report ,0
Australia says China 'challenged' South China Sea missile report  ,0
Australia seeks regional terrorism cooperation after Jakarta attack ,0
Australia sends relief ship to Fiji in wake of Cyclone Winston ,0
Australia softens sanctions against Iran  ,0
Australia to ask China if others will get access to reclaimed South China Sea islands ,0
"Australia to boost defense spending by $21 billion, buy 12 new submarines",0
Australia warns travelers of possible militant attacks in Indonesia ,0
"Australia, New Zealand urge China show restraint in South China Sea:  ",0
Australian abuse inquiry says will sit in Rome to hear Vatican treasurer ,0
Australian abuse victims crowdfund trip to Rome for Vatican treasurer testimony ,0
Australian abuse victims journey to Rome for Vatican treasurer testimony ,0
Australian asylum ruling paves way for deportation of infants  ,0
Australian Cabinet minister resigns over unofficial China trip ,0
Australian counter-terrorism police raid Melbourne properties ,0
Australian court paves way for deportation of infant asylum seekers  ,0
Australian cuts to climate change research may hit drive into Asia  ,0
"Australian foreign minister met Assange lawyers, offers consular assistance  ",0
Australian icebreaker rescued in Antarctica: media ,0
Australian looks set for climate skeptic deputy PM ,0
Australian PM leaves door open to sending refugees to New Zealand ,0
Australian PM Turnbull losing shine ahead of elections ,0
Australian PM Turnbull weighs early poll to break political deadlock  ,0
Australian Scott wins Honda Classic by one shot  ,0
Australian state premier offers 267 asylum seekers refuge,0
Australian woman freed after kidnap by al Qaeda in Burkina Faso ,0
Australian woman freed by al Qaeda says her husband is still alive ,0
"Australians don't have sex, they mate.",1
Austria announces plan to slash asylum claims ,0
Austria falls out with mighty neighbor Germany in refugee crisis ,0
Austria plans ad campaign to deter Afghans from seeking asylum ,0
Austria says migrant flow to be slowed 'step by step': report ,0
Austria says will have to restrict migrant entries further ,0
Austria seeks talks with Balkan neighbors after capping migrant flow ,0
Austria seeks talks with Balkan neighbours after capping migrant flow  ,0
Austria threatens to extend border controls: newspaper ,0
"Austria to cap migrant arrivals at 3,200 a day",0
Austria to press ahead with daily asylum cap despite EU rebuke  ,0
Austria wants to press ahead to protect its borders: paper ,0
Austria's finance minister asks EU to cover costs of additional migrants ,0
Austrian cap frustrates EU efforts to tackle migrant crisis  ,0
Authorities piece together motive in Kansas shooting rampage ,0
Authorities still looking for three attackers from Burkina al Qaeda assault: ttp://reut.rs/1SuAI9W,0
Authorities to sweep Oregon wildlife refuge after armed standoff ,0
Authorities to sweep Oregon wildlife refuge for explosives after armed standoff:  ,0
Authorities working to clear remaining protesters in Oregon occupation ,0
Auto-correct can kiss my big fat hairy ask!,1
Automaker group finds multiple factors caused Takata air bag ruptures  ,0
"Automakers, not Silicon Valley, lead in driverless car patents: study ",0
Autopsies indicated the three women had been thrown into the water while still alive.,0
Average life span was 35.,0
Aviation giants tread carefully in test case for post-sanctions Iran ,0
Avoid alliteration...always.,1
Avoid the christmas chaos - go to church on sundays.,1
Ayatollah Khomeini's grandson banned from running in Iran election after losing appeal ,0
Baby furbies come in 24 different colors.,0
Baby: What you can sleep like if you dont have one.,1
Bacardi demands U.S. explain giving Havana Club brand to Cuba  ,0
Bacchus Has Drowned More Men Than Neptune ,0
"Back at camp , Cirie went fishing and caught a sizable fish.",0
"Back at camp , Stephenie tried to pull the Koror girls into a female alliance while Caryn spilled the plot to the men.",0
"Back at Casaya , Tina caught a sizeable fish while Ruth-Marie and Melinda targeted Cirie for being a weak link.",0
"Back at Thunderbolt 's trailer , Lightning 's true nature is revealed.",0
"Back during the 19th century , Net.",0
"Back in my day, we had NINE planets.",1
Back on Earth the villagers thank Hercules for helping them and he and Deianeira go home.,0
Back to its roots: how Zika may threaten Africa ,0
Bad becomes good when worse happens.,1
Bad decisions=good stories.,1
Bad Liebenwerda has a beautiful little park.,0
Bad Liebenwerda is home of the Gothic church of St. Nikolai.,0
Bad News Has Wings,0
Bad Zurzach was previously known as Zurzach ; the population voting for the official name change in a referendum of 21 May 2006.,0
Baden-Powell thought this would not be attractive and suggested that it could grow much larger when scouting would be used.,0
"Bahrain on path to recovery five years after revolt, says police chief ",0
Bahrain to free U.S. citizens accused of illegal gathering: lawyer ,0
"Bahrain will again be the season opener of the season , and Formula One cars shall , for the first time , drive the full 6.299 k circuit.",0
"Bai Chongxi Born Chongxi Bai was born in Guilin , Guangxi Province and given the courtesy name Jiansheng.",0
Bail denied for Michigan Uber driver charged with killing six,0
Bakeries in Retie are very good.,0
Balance of Asia-Pacific military power shifting against U.S.: report  ,0
"Bald in the English name is derived from the word piebald , and refers to the white head and tail feathers and their contrast with the darker body.",0
Balloon boy imma let you finish but Anne frank had the best attic hideout of all time.,1
Baltimore judge orders officer to testify against other officers in second Gray death trial:  ,0
"Balukas admits to having been under great pressure , much of it self-imposed.",0
Balukas finished in a tie for 9th place among many of the best players in the world.,0
Bambara has many local dialects.,0
"Bambi goes back to search for Faline , but she is being chased by hunting dogs.",0
Banana bread is a type of bread that contains mashed yellow bananas.,0
"Banana bread is usually a quick bread : a sweet , cake-like bread which typically uses baking soda as the leavening agent instead of yeast ; however , there are some banana bread recipes that are traditional-style yeast breads.",0
Bangkok shrine bombers first targeted pier for Chinese tourists  ,0
Bangladesh observes Daylight saving time.,0
Bangladesh opposition chief issues rare rebuke of Islamist killing ,0
Bangladesh police arrest three more suspected of killing Hindu priest ,0
"Bangladesh police raid suspected militant hideout, find explosives ",0
"Bangladeshi women trafficked to war-torn Syria as sex slaves, maids ",0
Bank of Baroda posts Q3 loss as bad loans surge,0
Bank of England digital cash? Watch out for the banks: Broadbent  ,0
Bank of England policymakers vote 8-1 to hold rates at 0.5 percent,0
Bank of England to head back to the sidelines as global growth slows  ,0
Bank of England to tread fine line on distant rate bets  ,0
"Bank of England's Carney cuts UK growth forecast to 2.2% this year, rates on hold:",0
Bank of England's Carney warns of zero-sum game from negative rates:  ,0
Bank of England's Cunliffe says ready to use policy tools if needed  ,0
Bank of England's Weale adds voice to unease over market rate view - Irish News:  ,0
"Bank of Japan launches negative rates, already dubbed a failure by markets ",0
Bank of Japan stuns markets with negative interest rate surprise:  ,0
Bank of Japan's Kuroda blames 'excessive' risk aversion for market tumult  ,0
Bankers say end of loose monetary policy era has fueled volatility:,0
Banks drag on Europe; oil falls after Iran sanctions lifted:  ,0
Banks give back China investment quotas as clients bypass the middlemen  ,0
"Banned, fined or suspended? Check the list - FIFA's Rogues' Gallery:  ",0
Barage: neighborhood garage transformed to look like a city bar.,1
"Barbara Pierce Bush is the elder of the fraternal twin daughters of the 43rd U.S. President George W. Bush and former First Lady Laura Bush , and the granddaughter of the 41st U.S. President George H. W. Bush.",0
"Barbara Pierce Bush is the wife of the 41st President of the United States George H. W. Bush , and mother of the 43rd President George W. Bush and 43rd Governor of Florida Jeb Bush.",0
Barca ready to weave their magic at Arsenal - Luis Enrique  ,0
Barclays Africa plays down impact of possible parent company exit: ,0
Barclays appoints JPMorgan's Paul Compton as new COO  ,0
Barclays says board evaluating options for its African business  ,0
Barclays to exit Africa as profit falls:  ,0
Barclays to wind down African business - FT  ,0
Barking Does Seldom Bite,0
"Barred from streets, Iran's reformists push for votes online ",0
Bartlet 's first campaign for president is never significantly explored in the series.,0
Baseball uniforms were first worn by the New York Knickerbockers Baseball Club in 1849.,0
"Baseball's Zimmerman, Howard sue Al Jazeera over doping report ",0
Basic forms of Klondike solitaire and FreeCell come with every current installation of Microsoft Windows.,0
Basque militant separatist released from Spanish jail ,0
Battered cod roe can also be bought within many fish and chip shops.,0
Battle to honor slain Putin critic Nemtsov unfolds beneath Kremlin towers ,0
Bavarian leader defends planned visit to Putin in Moscow ,0
Bayern's unstoppable force faces Juve's immovable defence  ,0
"BBC bosses unaware of star's sex crimes, but culture flawed - report",0
"BBC culture allowed Savile to commit sex crimes, but no evidence of a cover-up: report ",0
"BBC culture allowed star to commit sex crimes, but top staff unaware: report ",0
BBC Director General Tony Hall responds to the Savile report -  ,0
BBC Online is the brand name and home for the BBC 's UK online service.,0
BDD may co-exist with generalized anxiety disorder.,0
Be open and welcoming.,0
Be Slow To Promise And Quick To Perform,0
"Be Swift To Hear, Slow To Speak",0
"Be there in 5 minutes, if not, read this again.",1
Beams generally carry vertical gravitational forces but can also be used to carry horizontal loads.,0
Beaumont junior retained in England squad to face Italy  ,0
Beauty Is But Skin-Deep,0
Beauty is in the eye of the beer holder...,1
Beauty is only a light switch away.,1
Beauty Lies In Lover's Eyes,0
Beavers also noted that characters with opposing viewpoints were often set up to be `` bad people '' in the viewer 's eyes.,0
"Because `` Simpsons Roasting on an Open Fire '' was considered a separate special , The Simpsons was nominated twice in the Animated Program category . This episode lost to fellow Simpsons episode `` Life on the Fast Lane ''.",0
"Because Amalthea is in synchronous rotation , Jupiter would not appear to move , and would be invisible from one side of Amalthea.",0
"Because demands placed on one liver enzyme can induce activity in another , many molecules become toxic only in combination with others.",0
"Because in reality , I don't like strip clubs.",0
"Because it is impossible to correct this for each and every userpage every time the top icons are broken , a new template and class were introduced to make it simpler to support the icons.",0
"Because many frequent Internet users have been tricked into viewing the site at one time or another , it has become something of an Internet meme.",0
"Because of the lack of contemporary written records , there is very little factual information about the early life of TemÃ¼jin.",0
"Because of this , they are commonly used as guide dogs , mobility assistance dogs , and search and rescue dogs.",0
"Because of this burn , players who are betting can not see the back of the next community card to come.",0
"Because of this low elevation , the islands that make up this nation may be threatened by any future sea level rise.",0
"Because one man and one women would not be chosen due to the numbers , they would be eliminated.",0
"Because she also showed great promise as a composer , her parents decided to let her study composition with Anton Reicha , at the time composition teacher at the Conservatoire.",0
"Because so much biodiversity was lost , the recovery of life on earth took significantly longer than after other extinction events.",0
"Beck 's work with The Yardbirds and The Jeff Beck Group 's 1968 album Truth were seminal influences on heavy metal music , which emerged in full force in the early 1970s.",0
Becoming vegetarian is a big missed steak.,1
"Beer doesn't make you FAT, it makes you LEAN....Against walls, tables, chairs, floors, and ugly people.",1
"Bees are one of the few insects regularly used on advertisements , being used to illustrate honey and foods made with honey.",0
"Before 1,000 Hours was released , the band dropped the name Sweet Children , according to Livermore this was done to avoid confusion with another local band Sweet Baby.",0
"Before Black Eyed Peas , will.",0
"Before dying , the Great Deku Tree gives Link the spiritual stone of the forest , the Kokiri 's Emerald , and sends him to Hyrule Castle to speak with the princess of destiny , Zelda.",0
"Before New Hampshire primary, Trump campaign shows mellower side ",0
Before One Can Say Jack Robinson,0
"Before the days of cultured pearls , black pearls were rare and highly valued for the simple reason that white pearl oysters rarely produced naturally black pearls , and black pearl oysters rarely produced any natural pearls at all.",0
"Before Tribal Council , Bruce drew the name `` Gitanos '' for their new tribe name , meaning `` Gypsies '' in Spanish.",0
"Before you criticize someone, you should walk a mile in their shoes. So when you criticize them, you're a mile way and you have their shoes.",1
"Before you criticize someone, you should walk a mile in their shoes.that way, you are a mile away from them, and you have their shoes.",1
Before You Make A Friend Eat A Bushel Of Salt With Him,0
"Before you wed that lawyer, remember you're about to marry someone who's been professionally trained to argue.",1
Beggars Cannot Be Choosers,0
Behind every fat woman there is a beautiful woman. No seriously move! You're in the way!,1
"Behind every successful man, there's a surprised woman.",1
"Behind Islamic State attack on Indonesia, homegrown jihadi intellectual Bahrun Naim:  ",0
"Behind the refugee crisis, the families in the West forced to pay and pay:   ",0
Beijing offers support for Hong Kong after New Year violence  ,0
Beijing says U.S. warship sailing near Paracel Islands violated Chinese laws ,0
Beijing's top official in Hong Kong calls rioters 'radical separatists' ,0
Being first in Mexico makes young Syrian refugee a campus celebrity ,0
"Being insoluble in water , they can be purified by washing away the associated starch.",0
Being sick can really affect your grades in school. The kid my son cheats off of was out all last week.,1
"Being the only boy in his class to have never kissed a girl , Butters purchases his first kiss from Sally , a girl who gives away kisses for $ 5.",0
Belgian court orders release of Paris attacks suspect ,0
Belgium detains 10 in ISIS recruitment investigation:,0
Belgium detains 10 people in IS recruitment investigation,0
Belgium detains two suspects in Paris attacks probe:  ,0
Belgium find video of nuclear official in search for Paris attack clues ,0
Belgium identifies three Paris attack plot safe houses  ,0
Belgium says found possible Paris Attacks bomb factory in December raid:  ,0
Believe Not All That You See Nor Half What You Hear,0
Bemused man set off Rome security alert with toy gun ,0
"Ben Carson says Obama was 'raised white,' sparking Twitter furor ",0
"Ben Hall was born on 9 May 1837 , in Wallis Plains , in the Hunter Valley of New South Wales.",0
Benin prime minister gets opposition support for presidential election ,0
"Bennington was born in Phoenix , Arizona.",0
"Benson was born in Birmingham , Alabama.",0
Berlei Limited was one of the first Australian companies to expand outside Australia.,0
Berlin film 'Fire at Sea' shows horror of refugee crossings  ,0
Berlin says no final decision on delivering patrol boats to Saudi Arabia ,0
"Bernal suggested that evolution may have commenced early , some time between Stage 1 and 2.",0
"Bernie Sanders action toy slouches, points and raises lots of cash",0
"Bernie Sanders dominating conversation on Facebook in final hours before Iowa caucus 
 ",0
Bernie Sanders goes on the offensive against front-runner Clinton:  ,0
"Besides Api-Api , another suggested historical name was Deasoka , which roughly means `` below the coconut tree '' in the Bajau language.",0
Best Defence Is Offence,0
"Best friends Tod , a fox kit , and Copper , a hound puppy , visit a country fair when they see a band of dogs called `` The Singin ' Strays ''.",0
"Best known for his work as the Andy Hardy character , Rooney has had one of the longest careers of any actor.",0
"Best pickup line ever:
Does this rag smell like chloroform to you?",1
"Best planted between two and four weeks after the average last frost , Big Max pumpkins typically become ripe 110 to 120 days after sowing.",0
Better A Glorious Death Than A Shameful Life,0
Better A Lean Peace Than A Fat Victory,0
"Better A Little Fire To Warm Us, Than A Great One To Burn Us",0
Better An Egg Today Than A Hen Tomorrow,0
Better An Open Enemy Than A False Friend,0
Better Be Alone Than In Bad Company,0
Better Be Born Lucky Than Rich,0
Better Be Envied Than Pitied,0
Better Be The Head Of A Dog Than The Tail Of A Lion,0
Better Deny At Once Than Promise Long,0
Better Die Standing Than Live Kneeling,0
Better Early Than Late,0
Better Give A Shilling Than Lend A Half-Crown,0
Better Go To Bed Supperless Than Rise In Debt,0
Better Late Than Never,0
Better Lose A Jest Than A Friend,0
Better One-Eyed Than Stone-Blind,0
Better safe than sorry,0
Better The Devil You Know Than The Devil You Don't,0
Better The Foot Slip Than The Tongue,0
Better To Do Well Than To Say Well,0
"Better To Reign In Hell, Than Serve In Heaven",0
Better Unborn Than Untaught,0
Better Untaught Than Ill-Taught,0
Between 45 and 52 days is normal.,0
Between The Cup And The Lip A Morsel May Slip,0
Between The Devil And The Deep (Blue) Sea,0
Between The Upper And Nether Millstone,0
Between Two Evils 'Tis Not Worth Choosing,0
Between Two Stools One Goes (Falls) To The Ground,0
Betwixt And Between,0
Beuchat is an international company.,0
Beware Of A Silent Dog And Still Water,0
Beware of alphabet grenades! They could spell disaster!,1
"Beyonce, Bruno Mars heat up Coldplay's Super Bowl halftime show  ",0
BHP Billiton investors sue in U.S. over Brazil dam disaster:  ,0
Bid to mine more coal on U.S. federal lands tests Obama's green agenda ,0
Biden pledges faster U.S. approval for cancer drug cocktails at Davos 2016 :,0
Biden pledges faster U.S. approval for cancer drug cocktails at Davos2016 :,0
"Biden says he's not surprised Sanders ties Clinton in Iowa, NH, polls ",0
Biden urges U.S. business in Davos to lean on anti-gay states:  ,0
Biden welcomes passage of Ukraine reforms in call with Poroshenko: White House ,0
"Biden, Iraq's Abadi discuss military, financial support in call: White House ",0
"Biden, Poroshenko discuss need for reforms in Ukraine: White House ",0
"Bieber, Sheeran win first Grammys, Kendrick Lamar leads early winners ",0
"Big Bird , like many of the other Sesame Street characters , is a Muppet character.",0
"Big Stone Gap is a town in Wise County , Virginia , United States.",0
Big turnout as Iran votes to shape post-sanctions era  ,0
Big TV dinners=big TVs,1
Big verdict doesn't assure more wins for plaintiffs in talc-cancer cases  ,0
Bill being drafted after concerns that annual human trafficking report was watered down:   ,0
Billionaire Lasry's fund not reporting asset levels:  ,0
Billionaire Mikhelson becomes Russia's richest man: Forbes ,0
"Billionaire Mikhelson is now Russia's richest man, says Forbes:  ",0
Billions pledged for Syria as tens of thousands flee bombardments ,0
Bin Laden called for Americans to rise up over climate change:  ,0
Bind The Sack Before It Be Full,0
"Biochemistry , like organic chemistry , primarily focuses on compounds containing carbon as well.",0
Biology grows on you.,1
"Biotic sources would include insects which might bore into the tree , deer which might rub bark off the trunk , or fungi , which might attach themselves to the tree ..",0
Birds Of A Feather Flock Together,0
Birth control pills should be for men. It makes much more sense to unload a gun than to shoot at a bulletproof vest.,1
Birthdays are good for you. Statistics show that the people who have the most live the longest.,1
"Bisexual pornography differs from threesome pornography , which typically depicts one man and two women.",0
"Bisexual pornography is a genre of pornography which most typically depicts one woman and two men who all perform sex acts on each other . Bisexual pornography differs from threesome pornography , which typically depicts one man and two women.",0
Bisexual: The ability to reach down someone's pants and be satisfied with whatever you find.,1
Black cabs bring central London to a halt in Uber protest  ,0
Black tea has a longer shelf life than green tea.,0
"Blakey was born in Pittsburgh , Pennsylvania.",0
Blanc took Aurier comments 'very badly'  ,0
Blast in Istanbul tourist district kills at least 10 people:,0
"Blast kills at least 8 at southern Yemeni military camp: witnesses, residents",0
Blast near consulate buildings in eastern Afghan city: official ,0
Blasts in Indonesian capital; at least six dead -  ,0
"Blasts, gunfight in Indonesian capital; at least three dead ",0
"Blatter and Platini bans upheld, reduced to six years  ",0
Blatter disappointed soccer ban upheld by FIFA appeal body - paper:   ,0
Blatter to attend appeal hearing on Feb 16:  FIFA,0
"Bleach and latex gloves:$10. Plastic wrap, trash bags and duct tape:$ 20...Chainsaw:$200 The Horrified look on the cashiers face: PRICELESS!",1
"Blind and naked at birth , they open their eyes after about eighteen days , and are nursed until they are one month old.",0
Blind Men Can Judge No Colours,0
Blizzard pounds the East Coast ,0
Blood Is Thicker Than Water,0
Bloomberg run could boost Trump's bid for White House: poll -  ,0
Bloomberg's possible entry into 2016 race gets mixed reception,0
Bloomington is the home to Indiana University.,0
"Blue Lodge , one of the houses , was once the home of Anna Sewell , author of Black Beauty.",0
Blueberries grow in April and May.,0
Bluebird K7 is a hydroplane with which Donald Campbell set seven water speed records.,0
BMX icon Dave Mirra dead at 41 in apparent suicide: police,0
Bobby Ballenger is starting a new school a thousand miles from his old home.,0
"Bodies may be electrified in many other ways , as well as by friction.",0
Bodies of 21 migrants found on Aegean coast: Turkish gendarmerie,0
Body of country singer Craig Strickland recovered in Oklahoma: ,0
Body of country singer Strickland recovered in Oklahoma ,0
Body Spam: Unsolicited body contact.,1
Boeing focuses on early 737 MAX delivery - CFO,0
Boeing gets U.S. licence to talk deals with Iranian airlines  ,0
Boeing nears decision to self-fund more F/A-18 fighters,0
Boeing profit falls 30 percent on after-tax charge,0
Boeing says to cut commercial airplane jobs to reduce costs  ,0
Boeing wins $450 million jet order from PNG's national carrier,0
Boeing wins contract to build new Air Force One presidential jets  ,0
"BOJ adopts negative rates in ramped-up stimulus campaign, stuns markets  ",0
"BOJ launches negative rates, already dubbed a failure by markets  ",0
BOJ shocks markets with negative rates move ,0
BOJ stuns markets with negative interest rate surprise  ,0
Bojan KrkiÄ was born in Spain to a Serbian father and a Spanish mother.,0
